Product_type,Brand,Size,fabric,fabric_cost_per_kg/meter/hide,fabric_raw_cost,manufacturing,transportation,tax,brand_value,retailer_margin,selling_price
Formal Shirt,Sanders and Sons Basics (budget),XL,cotton,242,123.8,76.61,9.59,20.29,46.32,149.38,425.99
Classic Formal Shirt,Schmidt Group (mid_range),M,cotton,366,184.95,118.19,10.89,46.68,156.86,462.78,980.35
Formal Shirt,"Mcneil, Patterson and Brown (mid_range)",M,cotton,467,254.21,149.77,16.44,182.76,282.63,819.93,1705.73
Modern Formal Shirt,Chandler and Sons (mid_range),XXXL,cotton,335,349.76,218.62,23.18,222.73,374.56,889.94,2078.78
Casual Formal Shirt,Mata Group Basics (budget),S,cotton,146,40.99,24.88,2.33,6.48,18.1,43.31,136.09
Formal Shirt,"Nelson, Delacruz and Baker (mid_range)",L,cotton,463,287.06,183.25,18.55,177.57,216.25,774.64,1657.33
Vintage Formal Shirt,Mitchell Inc Basics (budget),XXL,cotton,176,90.1,61.72,6.68,15.36,43.43,105.29,322.57
Formal Shirt,Gonzales-Stevenson Basics (budget),M,cotton,219,73.39,49.31,4.54,12.23,27.49,89.93,256.89
Formal Shirt,Rogers Group (mid_range),XXXL,cotton,475,506.17,274.2,35.18,295.39,387.64,1258.41,2756.98
Formal Shirt,Alexander-Baxter Basics (budget),XL,cotton,141,68.47,36.86,4.75,11.46,25.08,94.0,240.61
Modern Formal Shirt,Long Couture (luxury),XXL,cotton,1216,4466.2,2932.29,259.63,9712.73,15157.51,58123.81,90652.18
Formal Shirt,Parrish and Sons Basics (budget),XXL,cotton,144,76.37,51.21,4.29,13.06,25.11,104.26,274.31
Formal Shirt,Powers & Co. (premium),S,cotton,888,785.78,534.26,60.42,707.64,863.6,3652.9,6604.6
Vintage Formal Shirt,"Lee, Norton and Love Basics (budget)",XXXL,cotton,235,171.53,89.52,12.89,27.87,63.14,220.39,585.35
Traditional Formal Shirt,Wade Couture (luxury),XL,cotton,1030,2961.36,1988.57,168.34,5398.03,8511.7,31353.58,50381.57
Formal Shirt,Lopez-Jimenez Basics (budget),XXL,cotton,150,89.63,50.73,4.68,13.93,31.69,101.79,292.44
Traditional Formal Shirt,Bailey & Co. (premium),M,cotton,784,842.69,428.73,51.23,616.35,894.82,2918.76,5752.58
Formal Shirt,Smith Inc Basics (budget),XL,cotton,205,93.91,48.29,4.96,14.6,39.4,105.38,306.54
Formal Shirt,Logan Ltd Basics (budget),L,cotton,239,87.66,62.33,6.96,14.82,36.33,103.19,311.28
Formal Shirt,"Buchanan, Rice and Wilson Basics (budget)",M,cotton,174,57.92,30.34,3.63,8.7,22.99,59.2,182.78
Contemporary Formal Shirt,Dean Ltd Basics (budget),M,cotton,216,73.68,43.88,3.7,12.45,27.93,99.71,261.35
Formal Shirt,Bowers LLC Basics (budget),L,cotton,195,82.92,58.43,4.48,14.87,30.19,121.36,312.26
Formal Shirt,Gibbs-Rivera Basics (budget),L,cotton,190,83.12,48.02,5.38,13.24,34.51,93.81,278.09
Formal Shirt,"Parks, Taylor and Austin Basics (budget)",XL,cotton,212,92.99,65.63,6.79,15.95,28.4,125.1,334.85
Formal Shirt,Williams Couture (luxury),M,cotton,1298,2768.0,1482.58,204.42,4807.3,8420.73,27185.08,44868.1
Formal Shirt,Oconnor-Carr Basics (budget),L,cotton,231,90.98,53.52,6.18,15.15,37.89,114.44,318.16
Formal Shirt,Martinez Couture (luxury),XXXL,cotton,1037,4389.18,2622.59,290.16,7525.43,13138.81,42271.16,70237.32
Formal Shirt,Holland & Co. (premium),XXXL,cotton,685,1645.32,878.41,115.71,1422.87,1875.29,7342.5,13280.11
Formal Shirt,Rodriguez Couture (luxury),XL,cotton,1100,2931.38,1810.88,197.62,5420.21,8516.63,31711.92,50588.65
Formal Shirt,Holmes LLC Basics (budget),XXXL,cotton,204,126.5,90.63,7.45,21.68,61.24,147.81,455.31
Formal Shirt,Barnes & Co. (premium),XXXL,cotton,759,1715.41,1156.14,103.7,1447.41,1644.35,7442.16,13509.16
Formal Shirt,"Bailey, Sutton and Thompson (mid_range)",S,cotton,507,211.35,108.46,11.26,153.96,243.06,708.91,1437.0
Formal Shirt,Becker & Co. (premium),XXL,cotton,681,1305.0,781.42,96.48,1082.7,1667.6,5171.96,10105.16
Formal Shirt,Crawford Ltd (mid_range),XL,cotton,457,344.41,207.54,17.27,207.5,295.3,864.69,1936.7
Formal Shirt,Jordan & Co. (premium),S,cotton,874,764.66,442.07,44.25,704.37,1083.97,3534.79,6574.12
Formal Shirt,"Rodriguez, Bates and Morris (mid_range)",XXL,cotton,400,345.92,205.36,23.7,252.08,400.18,1125.48,2352.72
Formal Shirt,Choi Inc Basics (budget),XXL,cotton,226,118.69,63.09,6.59,19.26,52.07,144.78,404.48
Formal Shirt,"Boyer, Wagner and Carrillo (mid_range)",M,cotton,408,191.18,124.04,13.26,142.98,238.96,624.06,1334.49
Formal Shirt,Parker LLC (mid_range),M,cotton,515,254.98,132.56,12.82,160.3,208.64,726.83,1496.12
Formal Shirt,Odonnell Couture (luxury),XXL,cotton,1418,4999.29,3037.64,323.26,7055.02,11077.13,39354.51,65846.85
Formal Shirt,Monroe & Co. (premium),L,cotton,715,1008.53,550.5,72.89,909.88,1371.15,4579.27,8492.22
Formal Shirt,Lopez-Adams Basics (budget),S,cotton,209,59.34,35.42,3.04,9.99,26.33,75.63,209.75
Casual Formal Shirt,Drake Couture (luxury),S,cotton,1769,2687.48,1816.87,155.56,4990.28,8887.72,28038.01,46575.92
Modern Formal Shirt,Alexander & Co. (premium),S,cotton,707,700.87,440.44,49.99,584.6,896.88,2783.52,5456.29
Formal Formal Shirt,Ortiz Inc Basics (budget),M,cotton,147,49.69,31.03,2.74,8.42,24.63,60.37,176.88
Casual Formal Shirt,Miller Group (mid_range),XXL,cotton,508,396.84,285.63,30.78,320.62,494.56,1464.04,2992.49
Formal Shirt,Hawkins PLC Basics (budget),M,cotton,231,74.26,42.53,4.59,11.85,24.39,91.32,248.94
Formal Shirt,Johnston LLC (mid_range),XL,cotton,462,342.45,228.4,24.83,258.31,375.79,1181.15,2410.94
Formal Shirt,"Juarez, Whitney and Wagner (mid_range)",XL,cotton,300,225.49,151.66,17.85,164.09,240.7,731.7,1531.49
Formal Shirt,Houston & Co. (premium),XXL,cotton,819,1729.88,1052.83,101.21,1391.65,2124.96,6588.18,12988.71
Formal Formal Shirt,Edwards & Co. (premium),L,cotton,624,794.27,517.38,40.1,701.36,1157.77,3335.13,6546.01
Formal Shirt,Miller Ltd (mid_range),XL,cotton,476,360.48,247.52,27.48,246.85,428.36,993.21,2303.9
Formal Shirt,Cox-Sanchez Basics (budget),S,cotton,223,55.49,32.63,3.94,9.08,19.25,70.25,190.63
Formal Shirt,White & Co. (premium),S,cotton,639,552.59,311.54,27.78,516.78,727.96,2686.63,4823.28
Formal Shirt,Edwards Couture (luxury),XL,cotton,1489,3811.34,2277.97,202.28,7098.71,9675.82,43188.5,66254.61
Formal Shirt,Hicks LLC Basics (budget),M,cotton,226,69.95,42.42,4.86,11.87,27.14,93.05,249.29
Vintage Formal Shirt,Williams PLC (mid_range),M,cotton,475,234.76,133.3,12.72,148.28,190.53,664.33,1383.93
Formal Shirt,"Phillips, Black and Wu Basics (budget)",XL,cotton,157,69.57,44.3,4.73,11.64,30.91,83.27,244.42
Casual Formal Shirt,Armstrong Couture (luxury),S,cotton,1308,1969.51,1235.37,121.62,4023.48,5917.67,24284.82,37552.47
Formal Shirt,Bishop & Co. (premium),M,cotton,657,726.81,457.78,55.72,554.08,659.39,2717.6,5171.37
Vintage Formal Shirt,"Price, Richardson and Patrick Basics (budget)",XL,cotton,193,87.64,57.92,6.89,14.45,39.8,96.77,303.47
Formal Shirt,Doyle PLC Basics (budget),L,cotton,147,64.08,37.67,4.57,10.73,29.05,79.16,225.26
Formal Shirt,Rowe-Williams (mid_range),XXXL,cotton,457,425.25,220.61,33.01,282.82,526.11,1151.88,2639.69
Formal Shirt,Schmidt Inc Basics (budget),XXL,cotton,246,143.58,91.66,9.06,24.36,70.45,172.4,511.5
Formal Shirt,Collins PLC Basics (budget),XL,cotton,218,103.95,60.57,7.51,16.88,33.67,131.97,354.54
Formal Shirt,Goodman & Co. (premium),M,cotton,777,910.67,619.49,50.09,782.41,888.96,4050.9,7302.54
Classic Formal Shirt,"Hopkins, Huff and Gonzalez Basics (budget)",S,cotton,182,51.51,28.65,3.68,7.97,21.4,54.24,167.45
Formal Shirt,Gomez and Sons (mid_range),L,cotton,519,315.57,183.3,16.75,218.49,327.23,977.87,2039.2
Formal Shirt,Wilson-Scott Basics (budget),XXL,cotton,249,151.34,85.03,9.31,24.92,49.95,202.87,523.42
Casual Formal Shirt,Ford & Co. (premium),XXL,cotton,814,1525.48,876.88,90.92,1406.51,2128.96,7098.69,13127.45
Modern Formal Shirt,Martin LLC Basics (budget),XXXL,cotton,168,118.82,86.68,6.19,20.11,46.7,143.78,422.26
Formal Shirt,Ellis & Co. (premium),L,cotton,833,1051.44,583.93,62.16,904.43,1339.14,4500.23,8441.33
Formal Formal Shirt,"Gonzalez, Franco and Lamb (mid_range)",XL,cotton,350,256.39,162.44,13.98,170.54,311.82,676.58,1591.75
Classic Formal Shirt,"Montoya, Mcgee and Saunders (mid_range)",XXXL,cotton,543,525.08,348.68,37.88,328.34,474.55,1349.97,3064.5
Formal Shirt,Murray Couture (luxury),XL,cotton,1061,3251.58,1742.42,166.86,5754.1,7882.02,34907.99,53704.97
Formal Shirt,Clark-Davis (mid_range),L,cotton,491,270.14,141.17,20.15,162.67,212.71,711.44,1518.3
Formal Shirt,Baker-Walters (mid_range),M,cotton,366,195.84,136.83,14.68,130.26,178.83,559.33,1215.77
Formal Shirt,"Perez, Black and Holt Basics (budget)",M,cotton,238,80.68,43.2,5.16,12.84,30.76,97.03,269.67
Formal Shirt,Dalton Couture (luxury),M,cotton,1474,2809.45,1483.7,198.3,5823.63,9150.21,34888.57,54353.86
Formal Shirt,Miles Group Basics (budget),L,cotton,231,87.75,51.4,6.17,14.96,30.89,123.02,314.19
Vintage Formal Shirt,Hart Inc Basics (budget),XL,cotton,235,110.77,57.77,8.18,16.08,35.92,108.94,337.66
Formal Shirt,Brennan & Co. (premium),M,cotton,805,915.17,591.42,61.75,807.78,965.77,4197.42,7539.31
Formal Shirt,Lane-Grimes Basics (budget),S,cotton,222,58.53,32.17,4.38,8.79,21.44,59.25,184.56
Contemporary Formal Shirt,Ford Ltd (mid_range),M,cotton,510,266.45,162.72,16.73,185.17,246.99,850.16,1728.21
Classic Formal Shirt,"Snyder, Rice and Davis Basics (budget)",XL,cotton,218,104.16,58.04,6.5,15.99,42.72,108.29,335.69
Formal Shirt,"Turner, Hart and Dixon Basics (budget)",M,cotton,222,79.69,49.75,5.9,14.59,36.58,119.98,306.49
Formal Shirt,Werner & Co. (premium),L,cotton,848,1150.17,716.54,66.84,913.41,1053.14,4625.06,8525.15
Formal Shirt,Rodriguez Ltd Basics (budget),L,cotton,200,80.47,55.2,6.37,13.69,25.75,105.95,287.44
Formal Shirt,Smith-King Basics (budget),XXXL,cotton,168,113.7,80.73,8.87,19.95,56.66,139.01,418.91
Casual Formal Shirt,Franklin-Sullivan Basics (budget),L,cotton,185,80.13,41.93,6.28,13.02,33.07,98.89,273.32
Formal Shirt,Gibbs PLC Basics (budget),XL,cotton,162,75.46,39.54,4.27,11.24,30.58,74.95,236.03
Traditional Formal Shirt,Luna Couture (luxury),M,cotton,1734,3244.29,2235.82,168.01,5615.92,7483.91,33667.33,52415.28
Formal Formal Shirt,"Copeland, Chavez and Riddle Basics (budget)",S,cotton,186,54.17,32.6,3.35,8.38,17.35,60.22,176.06
Contemporary Formal Shirt,Crawford Ltd Basics (budget),M,cotton,241,82.57,50.11,5.88,14.48,34.05,117.02,304.12
Formal Shirt,Campbell Ltd (mid_range),L,cotton,450,286.98,171.27,16.88,163.27,240.73,644.75,1523.89
Formal Shirt,Sanchez & Co. (premium),XXL,cotton,890,1600.08,1038.54,126.45,1342.54,1652.14,6770.59,12530.34
Formal Shirt,White Couture (luxury),M,cotton,1079,2044.92,1436.19,156.56,3504.11,4548.34,21014.91,32705.03
Formal Shirt,Potter-Aguilar (mid_range),L,cotton,367,207.41,134.78,15.27,135.23,230.27,539.15,1262.12
Contemporary Formal Shirt,Joyce-Williams (mid_range),XL,cotton,426,320.97,186.47,24.03,227.36,367.31,995.93,2122.06
Formal Shirt,Mills & Co. (premium),M,cotton,637,787.64,399.48,45.55,578.41,758.36,2829.07,5398.52
Vintage Formal Shirt,Wallace & Co. (premium),M,cotton,647,730.37,531.85,51.95,668.07,846.35,3406.74,6235.33
Formal Shirt,Moore-Garza (mid_range),XL,cotton,325,219.81,155.87,14.64,165.11,266.59,718.96,1540.99
Formal Shirt,Abbott-Dominguez (mid_range),L,cotton,312,183.19,114.48,9.46,42.96,137.74,414.42,902.25
Formal Shirt,Cummings & Co. (premium),XXXL,cotton,702,1505.97,841.34,119.44,1176.96,1783.29,5558.0,10985.01
Formal Shirt,Kim & Co. (premium),XL,cotton,735,1102.33,677.33,84.4,920.06,1236.42,4566.66,8587.21
Formal Shirt,Contreras Ltd Basics (budget),XL,cotton,247,109.93,58.44,7.7,16.55,34.86,119.97,347.45
Formal Shirt,Calhoun-Schwartz (mid_range),XXL,cotton,315,286.0,193.79,18.89,208.04,338.47,896.53,1941.72
Formal Shirt,Gibson & Co. (premium),XL,cotton,802,1415.46,932.79,109.01,1370.27,1953.71,7007.99,12789.23
Contemporary Formal Shirt,Scott Inc (mid_range),S,cotton,344,149.96,80.84,8.36,34.21,115.67,329.36,718.4
Casual Formal Shirt,Bates-Porter (mid_range),M,cotton,337,179.76,103.67,13.92,44.69,140.84,455.59,938.46
Vintage Formal Shirt,Maxwell-Chan Basics (budget),L,cotton,198,85.81,44.63,5.8,13.35,39.16,91.64,280.39
Formal Shirt,Shaw-Lopez Basics (budget),XXL,cotton,237,146.79,76.74,10.77,25.22,67.1,202.99,529.61
Formal Shirt,Beck & Co. (premium),XL,cotton,848,1405.02,842.63,87.24,1280.88,1785.7,6553.41,11954.88
Traditional Formal Shirt,Mccullough Inc (mid_range),XL,cotton,476,315.71,214.38,24.28,209.16,239.98,948.66,1952.18
Formal Formal Shirt,Strickland-Fleming Basics (budget),L,cotton,229,94.99,66.72,5.61,17.37,42.62,137.47,364.77
Formal Shirt,"Willis, Stark and Gonzalez Basics (budget)",XXXL,cotton,222,135.84,83.57,8.45,22.59,53.91,170.0,474.37
Formal Shirt,Pratt-Austin Basics (budget),S,cotton,160,38.96,25.51,2.86,6.71,15.77,51.01,140.82
Modern Formal Shirt,Wilcox Inc Basics (budget),M,cotton,144,47.58,33.67,2.77,8.5,22.11,63.79,178.42
Formal Shirt,"Smith, Rhodes and Molina (mid_range)",S,cotton,361,140.72,87.85,10.71,39.11,146.83,396.11,821.33
Casual Formal Shirt,Lewis Ltd Basics (budget),L,cotton,151,57.8,33.64,3.88,10.35,28.5,83.14,217.31
Formal Shirt,Sanchez Ltd (mid_range),XXXL,cotton,466,457.57,239.62,33.41,287.65,345.21,1321.25,2684.7
Modern Formal Shirt,"Williams, Garcia and Leon (mid_range)",XXL,cotton,364,316.1,225.43,22.53,225.26,280.6,1032.5,2102.42
Formal Shirt,Miller & Co. (premium),XL,cotton,838,1314.57,818.93,88.78,1125.58,1188.91,5968.61,10505.38
Formal Shirt,Evans Couture (luxury),L,cotton,1608,3943.37,2219.01,204.72,8474.05,13737.54,50512.42,79091.11
Formal Shirt,Harrell & Co. (premium),L,cotton,752,987.18,602.88,51.04,967.71,1396.26,5026.88,9031.94
Formal Shirt,Silva LLC (mid_range),L,cotton,484,262.84,159.89,20.29,180.14,250.3,807.88,1681.35
Traditional Formal Shirt,"Frey, Garrett and Saunders (mid_range)",XXL,cotton,485,429.84,282.67,27.63,307.93,524.55,1301.44,2874.06
Vintage Formal Shirt,Shepherd-Gonzalez Basics (budget),M,cotton,163,52.09,32.1,3.74,9.2,21.45,74.65,193.24
Formal Shirt,Taylor Couture (luxury),L,cotton,1227,2859.57,1883.9,210.59,4730.1,7331.49,27131.96,44147.59
Formal Shirt,Roberts and Sons Basics (budget),S,cotton,250,68.46,43.48,4.39,10.63,23.2,73.11,223.28
Formal Shirt,"Velazquez, Wilson and Hendrix (mid_range)",XXL,cotton,313,285.78,159.03,17.23,217.9,355.4,998.44,2033.77
Formal Shirt,Cruz Couture (luxury),M,cotton,1732,3242.55,1701.52,258.1,4911.17,8232.12,27492.09,45837.56
Modern Formal Shirt,Pruitt Group (mid_range),M,cotton,447,235.32,146.07,12.39,164.09,248.79,724.86,1531.53
Formal Shirt,Herrera Group (mid_range),XL,cotton,309,217.76,147.39,16.72,157.49,245.73,684.81,1469.89
Formal Shirt,Potts LLC Basics (budget),S,cotton,171,43.1,29.57,2.29,7.2,17.27,51.76,151.19
Formal Shirt,"Nguyen, Ramirez and Brown Basics (budget)",S,cotton,177,46.78,29.0,2.95,7.57,20.46,52.25,159.02
Formal Shirt,Scott Couture (luxury),XL,cotton,1192,3113.9,2207.89,157.48,5907.49,7517.12,36232.69,55136.58
Formal Shirt,Orozco PLC Basics (budget),S,cotton,161,39.7,26.5,2.43,7.08,16.99,56.02,148.73
Casual Formal Shirt,Sheppard PLC (mid_range),XXL,cotton,327,286.49,149.35,17.91,181.96,269.33,793.24,1698.27
Formal Shirt,Beasley PLC (mid_range),M,cotton,475,243.69,141.04,17.03,156.92,215.66,690.29,1464.63
Formal Shirt,Lee Ltd Basics (budget),S,cotton,219,53.94,28.35,3.02,8.05,18.34,57.27,168.95
Formal Shirt,Oneill LLC (mid_range),M,cotton,404,193.73,100.83,10.89,131.11,235.69,551.44,1223.7
Formal Shirt,"Boyd, Thompson and Smith Basics (budget)",XXXL,cotton,154,109.55,69.95,5.77,18.86,44.08,147.87,396.08
Formal Shirt,Shepherd LLC Basics (budget),L,cotton,198,86.94,49.75,4.61,12.85,29.12,86.55,269.81
Formal Shirt,"Jenkins, Stout and Griffin Basics (budget)",XXXL,cotton,234,144.02,100.82,7.24,24.38,47.19,188.37,512.03
Traditional Formal Shirt,Brewer Inc Basics (budget),XL,cotton,233,99.88,66.83,6.19,17.26,49.19,123.12,362.47
Casual Formal Shirt,"Rice, Coleman and Simpson Basics (budget)",XL,cotton,242,105.41,57.51,8.37,16.78,49.42,114.94,352.44
Casual Formal Shirt,Ingram Couture (luxury),XL,cotton,1448,3795.94,2225.47,193.08,7851.21,11608.93,47603.33,73277.96
Formal Shirt,Gonzalez Couture (luxury),M,cotton,1499,2765.92,1614.18,160.0,4945.79,7025.24,29649.54,46160.67
Formal Shirt,"Stewart, Becker and Hill (mid_range)",XXXL,cotton,444,419.49,302.59,27.51,307.83,458.97,1356.69,2873.07
Formal Shirt,Nelson Inc (mid_range),XXXL,cotton,388,400.7,253.63,29.97,296.1,479.25,1303.94,2763.59
Formal Shirt,Wolf PLC Basics (budget),M,cotton,200,71.36,48.27,4.62,12.63,24.85,103.47,265.19
Formal Shirt,Hill-Bradley Basics (budget),M,cotton,188,61.45,34.39,4.55,10.39,23.94,83.47,218.19
Casual Formal Shirt,Mendez-Romero (mid_range),S,cotton,467,168.78,98.19,11.22,124.41,196.29,562.28,1161.16
Formal Shirt,Bowen Couture (luxury),XXXL,cotton,1520,6155.8,3972.4,370.74,13387.95,20039.8,81027.53,124954.21
Formal Shirt,Reid & Co. (premium),L,cotton,842,1229.88,720.24,65.09,974.72,1593.12,4514.37,9097.42
Traditional Formal Shirt,Jenkins-Murphy Basics (budget),XXXL,cotton,210,140.62,90.26,7.72,23.4,46.13,183.19,491.32
Formal Shirt,Jones & Co. (premium),S,cotton,700,612.51,428.46,39.02,600.48,838.43,3085.57,5604.47
Formal Shirt,"Bailey, Reed and Shaw Basics (budget)",XL,cotton,221,110.09,70.64,6.99,19.89,47.53,162.61,417.76
Formal Shirt,Lewis-Garcia Basics (budget),XL,cotton,234,99.34,71.12,6.41,18.25,39.9,148.32,383.34
Formal Shirt,Shah Inc Basics (budget),XXL,cotton,244,127.99,76.13,9.79,20.91,51.3,153.01,439.13
Traditional Formal Shirt,Berg Couture (luxury),XXXL,cotton,1407,6149.82,4365.23,332.1,11669.18,16468.26,69927.76,108912.34
Vintage Formal Shirt,Robinson & Co. (premium),L,cotton,760,1109.09,786.16,62.14,968.92,1413.53,4703.41,9043.24
Formal Shirt,Clements Group Basics (budget),XXXL,cotton,230,157.94,111.99,11.19,25.79,57.56,177.16,541.62
Formal Shirt,Gutierrez-Huff Basics (budget),XL,cotton,225,109.41,72.56,7.22,19.11,52.03,140.99,401.33
Formal Shirt,Williams-Copeland Basics (budget),S,cotton,158,38.37,19.88,2.82,6.56,19.06,51.01,137.7
Formal Shirt,Lawson-Hill Basics (budget),S,cotton,177,44.41,27.49,2.82,7.65,18.79,59.39,160.55
Vintage Formal Shirt,Donaldson Ltd (mid_range),M,cotton,399,189.03,129.13,11.08,143.08,204.58,658.48,1335.37
Formal Shirt,"Davis, Nunez and Hughes Basics (budget)",XXXL,cotton,210,127.51,83.56,9.7,22.32,60.19,165.38,468.65
Casual Formal Shirt,"Jones, Nelson and Velez Basics (budget)",XXXL,cotton,187,131.03,82.25,9.6,22.4,64.58,160.64,470.5
Formal Shirt,Jimenez Ltd Basics (budget),XXXL,cotton,162,113.08,59.36,6.6,16.77,39.9,116.51,352.22
Formal Shirt,Nichols & Co. (premium),S,cotton,679,575.42,406.36,42.13,563.5,733.79,2938.11,5259.31
Formal Shirt,Johnson Ltd Basics (budget),XXL,cotton,149,89.23,50.84,4.95,13.85,27.99,103.98,290.84
Formal Shirt,Walker Ltd (mid_range),XXL,cotton,389,312.21,172.24,18.99,201.04,268.26,903.63,1876.37
Casual Formal Shirt,Stephens and Sons (mid_range),XXL,cotton,302,236.92,136.48,16.41,161.32,286.51,668.05,1505.69
Formal Shirt,Cooper-Oneill Basics (budget),L,cotton,241,104.98,62.23,6.14,18.64,50.63,148.81,391.43
Formal Shirt,"Austin, Elliott and Scott Basics (budget)",XXL,cotton,145,78.82,50.48,4.14,13.44,25.16,110.12,282.14
Formal Shirt,Hays & Co. (premium),XXL,cotton,633,1182.83,748.23,83.46,1036.77,1657.62,4967.63,9676.54
Casual Formal Shirt,Hansen & Co. (premium),XXXL,cotton,636,1557.28,845.5,93.36,1087.41,1483.33,5082.31,10149.2
Formal Shirt,Mendoza & Co. (premium),XXL,cotton,716,1536.79,913.84,95.49,1238.31,1674.86,6098.27,11557.57
Formal Shirt,Green-Carter Basics (budget),S,cotton,219,53.3,34.68,4.02,8.95,19.8,67.14,187.89
Formal Shirt,"May, Johnson and Smith Basics (budget)",XXXL,cotton,151,96.27,67.23,7.19,15.33,29.47,106.34,321.83
Formal Shirt,"Green, Peterson and Rivera Basics (budget)",XXXL,cotton,242,172.61,99.55,10.17,30.88,82.4,252.79,648.4
Formal Shirt,Valdez & Co. (premium),XXXL,cotton,605,1426.78,877.15,71.55,1260.41,1794.88,6333.01,11763.78
Formal Shirt,Lewis Couture (luxury),L,cotton,1759,4562.32,2648.45,316.52,7652.45,12854.68,43388.41,71422.84
Formal Shirt,Johnson Ltd Basics (budget),L,cotton,163,67.43,41.48,4.89,11.86,33.58,89.87,249.11
Formal Shirt,Mason Group (mid_range),S,cotton,317,120.48,66.88,9.46,33.06,111.87,352.43,694.18
Formal Shirt,Kelly PLC Basics (budget),L,cotton,164,63.21,38.45,3.74,10.63,26.35,80.78,223.15
Modern Formal Shirt,Guerra Group Basics (budget),L,cotton,140,53.91,36.69,3.73,8.92,19.16,64.9,187.3
Contemporary Formal Shirt,"Price, Thomas and Thompson (mid_range)",L,cotton,414,241.38,139.17,13.34,171.35,254.25,779.75,1599.25
Modern Formal Shirt,Duran & Co. (premium),M,cotton,734,896.33,580.88,68.81,865.08,1263.61,4399.35,8074.05
Formal Shirt,Figueroa & Co. (premium),XXL,cotton,708,1518.31,951.83,121.41,1388.89,1796.55,7185.94,12962.93
Vintage Formal Shirt,"Garcia, Greene and Johnson Basics (budget)",M,cotton,233,83.21,44.93,4.39,12.28,31.02,82.12,257.96
Formal Shirt,Kelly LLC Basics (budget),XXL,cotton,236,134.11,79.73,10.52,23.9,57.92,195.78,501.97
Classic Formal Shirt,Sherman & Co. (premium),XL,cotton,712,1223.75,677.43,69.78,1072.8,1592.28,5376.73,10012.76
Formal Shirt,Garcia & Co. (premium),XL,cotton,832,1462.63,767.08,77.66,1377.94,2166.26,7009.22,12860.79
Formal Shirt,"Gordon, Patrick and Miller Basics (budget)",XXXL,cotton,209,141.29,82.83,9.56,22.84,67.77,155.41,479.69
Formal Shirt,Osborne-Young Basics (budget),M,cotton,185,65.58,38.79,5.02,10.83,19.76,87.36,227.35
Formal Shirt,Dorsey Inc (mid_range),M,cotton,464,221.83,118.51,15.1,157.12,256.98,696.93,1466.47
